,Botnet,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,Threat.Confidence,Threat_Classify,Host Address,Prediction
212,B106-Jenxcus,1.9.96.224,2939,AS4788,204.95.99.86,83,13,Kuala Terengganu,5.3302,103.1408,High,1,86,1.0
213,B106-MULTI,211.25.212.111,2700,AS9930,204.95.99.109,81,6,Kuantan,3.8077,103.326,High,1,109,1.0
214,B106-CB,115.164.220.13,57553,AS4818,204.95.99.31,1183,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
215,B106-MULTI,203.106.156.125,4712,AS4788,204.95.99.109,333,1,Kulai,1.6561,103.6032,High,1,109,1.0
216,B106-Rebhip,175.142.142.129,51058,AS4788,204.95.99.142,1604,12,Petaling Jaya,3.0833,101.65,Low,0,142,0.0
217,B106-MULTI,60.54.89.218,54162,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
218,B106-MULTI,60.53.19.72,50094,AS4788,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
219,B106-MULTI,1.9.107.253,13640,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
220,B106-MULTI,115.164.177.173,49203,AS4818,204.95.99.109,1888,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
221,B106-Bladabindi,103.1.70.182,52514,AS45960,204.95.99.26,99,9,Penang,5.4112,100.3354,High,1,26,1.0
222,B106-MULTI,175.142.142.173,57863,AS4788,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
223,B106-Ceatrg,175.139.119.223,58010,AS4788,204.95.99.32,1111,14,Kuala Lumpur,3.1667,101.7,Low,0,32,1.0
224,B106-MULTI,124.13.70.51,52842,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
225,B106-MULTI,175.140.171.67,53277,AS4788,204.95.99.109,88,9,Bayan Lepas,5.2999,100.2605,High,1,109,1.0
226,B106-CB,175.140.117.106,14725,AS4788,204.95.99.31,2288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
227,B106-MULTI,115.164.62.234,53261,AS4818,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
228,B106-MULTI,113.210.136.134,27986,AS9534,204.95.99.109,120,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
229,B106-CB,60.52.93.194,52824,AS4788,204.95.99.31,1183,16,Kota Kinabalu,5.9749,116.0724,High,1,31,1.0
230,B106-MULTI,115.134.228.243,52101,AS4788,204.95.99.109,1177,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
231,B106-CB,124.82.8.154,57521,AS4788,204.95.99.31,1920,12,Shah Alam,3.0833,101.5333,High,1,31,1.0
232,B106-Bladabindi,1.9.103.243,12352,AS4788,204.95.99.26,1122,4,Melaka,2.196,102.2405,High,1,26,1.0
233,B106-MULTI,175.144.179.207,14949,AS4788,204.95.99.109,86,7,Ipoh,4.5841,101.0829,High,1,109,1.0
234,B106-CB,175.139.230.118,12908,AS4788,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
235,B106-MULTI,210.186.111.98,60409,AS4788,204.95.99.109,1888,12,Puchong,3.0167,101.6167,High,1,109,1.0
236,B106-MULTI,203.106.152.31,1689,AS4788,204.95.99.109,1998,7,Ipoh,4.5841,101.0829,High,1,109,1.0
237,B106-MULTI,218.111.88.193,26404,AS4788,204.95.99.109,1998,6,Kuantan,3.8077,103.326,High,1,109,1.0
238,B106-CB,1.9.102.156,12876,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
239,B106-MULTI,210.186.55.39,7408,AS4788,204.95.99.109,102,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
240,B106-CB,1.9.97.156,7099,AS4788,204.95.99.31,1921,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
241,B106-MULTI,175.140.89.69,31744,AS4788,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
242,B106-MULTI,183.171.165.50,51050,AS10030,204.95.99.109,2233,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
243,B106-MULTI,113.210.9.25,56889,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
244,B106-MULTI,118.100.22.120,54160,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
245,B106-MULTI,219.92.56.253,51229,AS4788,204.95.99.109,1888,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
246,B106-MULTI,118.100.19.64,52173,AS4788,204.95.99.109,88,1,Kota Tinggi,1.7381,103.8999,High,1,109,1.0
247,B106-MULTI,218.208.31.2,59338,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
248,B106-Ceatrg,175.139.119.223,58011,AS4788,204.95.99.32,2000,14,Kuala Lumpur,3.1667,101.7,Low,0,32,1.0
249,B106-MULTI,219.92.115.116,60956,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
250,B106-MULTI,218.208.102.4,50952,AS4788,204.95.99.109,1177,17,Putrajaya,2.9431,101.6994,High,1,109,1.0
251,B106-MULTI,60.50.134.253,51787,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
252,B106-Jenxcus,118.100.26.138,2712,AS4788,204.95.99.86,12,1,Johor Bahru,1.4655,103.7578,High,1,86,1.0
253,B106-MULTI,119.40.112.96,57858,AS38868,204.95.99.109,82,12,Selangor,3.35,101.25,High,1,109,1.0
254,B106-MULTI,175.140.89.43,29571,AS4788,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
255,B106-Malagent,27.131.53.243,56812,AS23678,204.95.99.100,4040,12,Klang,3.0333,101.45,Low,0,100,0.0
256,B106-MULTI,183.171.161.239,50432,AS10030,204.95.99.109,333,12,Ampang,3.15,101.7667,High,1,109,1.0
257,B106-MULTI,175.139.96.173,53872,AS4788,204.95.99.109,88,12,Puchong,3.0167,101.6167,High,1,109,1.0
258,B106-MULTI,203.106.148.163,19726,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
259,B106-Jenxcus,110.159.54.226,19017,AS4788,204.95.99.86,1644,2,Sungai Petani,5.647,100.4877,High,1,86,1.0
260,B106-MULTI,60.51.216.101,5256,AS4788,204.95.99.109,1177,NA,,2.5,112.5,High,1,109,1.0
261,B106-CB,118.101.200.101,48604,AS4788,204.95.99.31,333,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
262,B106-Jenxcus,49.236.193.2,62197,AS17971,204.95.99.86,1644,NA,,2.5,112.5,High,1,86,1.0
263,B106-Jenxcus,175.142.64.95,51245,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
264,B106-Jenxcus,103.1.69.93,52069,AS45960,204.95.99.86,2164,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
265,B106-Bladabindi,202.170.57.248,64759,AS24090,204.95.99.26,1993,9,Penang,5.4112,100.3354,High,1,26,1.0
266,B106-MULTI,124.13.26.251,56665,AS4788,204.95.99.109,1888,12,Puchong,3.0167,101.6167,High,1,109,1.0
267,B106-CB,210.186.55.39,7411,AS4788,204.95.99.31,1920,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
268,B106-Jenxcus,60.54.90.231,50517,AS4788,204.95.99.86,888,16,Kota Kinabalu,5.9749,116.0724,High,1,86,1.0
269,B106-NetWiredRC,60.54.188.185,62519,AS4788,204.95.99.118,3400,1,Baru,1.4655,103.7578,Low,0,118,0.0
270,B106-MULTI,175.145.226.107,24810,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
271,B106-MULTI,175.145.177.151,62159,AS4788,204.95.99.109,333,7,Ipoh,4.5841,101.0829,High,1,109,1.0
272,B106-CB,115.135.255.19,59500,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
273,B106-MULTI,175.141.204.91,21894,AS4788,204.95.99.109,1177,11,Kuching,1.55,110.3333,High,1,109,1.0
274,B106-MULTI,60.51.97.216,50712,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
275,B106-MULTI,175.136.207.44,58194,AS4788,204.95.99.109,5552,12,Seri Kembangan,3.0333,101.7167,High,1,109,0.0
276,B106-MULTI,113.210.136.209,11720,AS9534,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
277,B106-MULTI,115.135.243.189,57887,AS4788,204.95.99.109,86,7,Ipoh,4.5841,101.0829,High,1,109,1.0
278,B106-CB,175.137.64.96,45313,AS4788,204.95.99.31,288,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
279,B106-Jenxcus,1.9.107.81,5642,AS4788,204.95.99.86,4442,11,Kuching,1.55,110.3333,High,1,86,1.0
280,B106-MULTI,175.139.91.107,62505,AS4788,204.95.99.109,1890,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
281,B106-MULTI,60.51.88.171,51929,AS4788,204.95.99.109,102,12,Kajang,2.9927,101.7909,High,1,109,1.0
282,B106-MULTI,210.186.166.41,2693,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
283,B106-MULTI,175.136.93.196,55286,AS4788,204.95.99.109,7777,17,Putrajaya,2.9431,101.6994,High,1,109,0.0
284,B106-Rebhip,60.53.116.85,29906,AS4788,204.95.99.142,86,4,Melaka,2.196,102.2405,Low,0,142,1.0
285,B106-MULTI,124.82.231.158,63174,AS4788,204.95.99.109,1890,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
286,B106-MULTI,175.140.89.238,28312,AS4788,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
287,B106-CB,183.171.174.75,49102,AS10030,204.95.99.31,2288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
288,B106-CB,118.101.203.38,20246,AS4788,204.95.99.31,105,12,Puchong,3.0167,101.6167,High,1,31,1.0
289,B106-MULTI,120.141.230.101,1679,AS38322,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
290,B106-MULTI,1.9.102.102,1880,AS4788,204.95.99.109,1888,4,Melaka,2.196,102.2405,High,1,109,1.0
291,B106-CB,203.106.158.203,13452,AS4788,204.95.99.31,288,4,Melaka,2.196,102.2405,High,1,31,1.0
292,B106-MULTI,203.106.153.204,1354,AS4788,204.95.99.109,7777,7,Bagan Serai,5.0108,100.541,High,1,109,0.0
293,B106-CB,175.144.18.111,53525,AS4788,204.95.99.31,288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
294,B106-Jenxcus,183.171.175.16,30451,AS10030,204.95.99.86,1176,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
295,B106-MULTI,202.184.111.90,64970,AS2042,204.95.99.109,1991,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
296,B106-CB,183.171.164.247,50834,AS10030,204.95.99.31,2288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
297,B106-MULTI,219.92.85.241,52736,AS4788,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
298,B106-CB,118.100.19.116,56785,AS4788,204.95.99.31,105,1,Kota Tinggi,1.7381,103.8999,High,1,31,1.0
299,B106-MULTI,120.138.86.60,59542,AS38199,204.95.99.109,85,12,Puchong,3.0167,101.6167,High,1,109,1.0
300,B106-CB,175.142.87.115,19781,AS4788,204.95.99.31,2288,13,Jerteh,5.7336,102.4897,High,1,31,1.0
301,B106-Ainslot,115.133.17.176,58906,AS4788,204.95.99.6,1337,1,Ulu Tiram,1.5999,103.8214,Low,0,6,1.0
302,B106-MULTI,115.132.48.3,62121,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
303,B106-MULTI,60.48.69.155,58693,AS4788,204.95.99.109,102,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
304,B106-MULTI,175.136.207.44,58195,AS4788,204.95.99.109,77,12,Seri Kembangan,3.0333,101.7167,High,1,109,1.0
305,B106-Jenxcus,175.139.64.254,50159,AS4788,204.95.99.86,1888,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
306,B106-MULTI,118.100.205.121,53818,AS4788,204.95.99.109,100,6,Kuantan,3.8077,103.326,High,1,109,1.0
307,B106-Jenxcus,60.50.224.68,11433,AS4788,204.95.99.86,991,1,Johor Bahru,1.4655,103.7578,High,1,86,1.0
308,B106-MULTI,60.54.84.173,19367,AS4788,204.95.99.109,2233,4,Melaka,2.196,102.2405,High,1,109,1.0
309,B106-MULTI,219.92.235.39,51596,AS4788,204.95.99.109,1182,12,Kajang,2.9927,101.7909,High,1,109,1.0
310,B106-MULTI,175.144.183.119,58229,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
311,B106-MULTI,60.54.84.173,19368,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
312,B106-MULTI,1.9.98.136,2596,AS4788,204.95.99.109,88,6,Kuantan,3.8077,103.326,High,1,109,1.0
313,B106-Jenxcus,175.144.39.231,54712,AS4788,204.95.99.86,1888,12,Klang,3.0333,101.45,High,1,86,1.0
314,B106-MULTI,183.171.167.182,24023,AS10030,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
315,B106-MULTI,1.9.96.190,7785,AS4788,204.95.99.109,333,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
316,B106-MULTI,113.210.160.216,18487,AS9534,204.95.99.109,3360,7,Kota Bharu,4.3988,101.0787,High,1,109,0.0
317,B106-MULTI,210.187.148.112,50890,AS4788,204.95.99.109,258,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
318,B106-MULTI,110.159.28.104,62680,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
319,B106-Jenxcus,219.92.234.26,1044,AS4788,204.95.99.86,4442,12,Kajang,2.9927,101.7909,High,1,86,1.0
320,B106-MULTI,115.135.242.250,57260,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
321,B106-MULTI,14.1.198.187,58859,AS45960,204.95.99.109,81,6,Kuantan,3.8077,103.326,High,1,109,1.0
322,B106-Fynloski,60.48.251.19,53586,AS4788,204.95.99.66,5552,12,Petaling Jaya,3.0833,101.65,Low,0,66,1.0
323,B106-CB,113.210.7.77,12277,AS9534,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
324,B106-CB,118.101.152.243,52662,AS4788,204.95.99.31,105,9,Penang,5.4112,100.3354,High,1,31,1.0
325,B106-CB,61.6.56.2,52717,AS2042,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
326,B106-MULTI,175.142.95.176,17665,AS4788,204.95.99.109,95,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
327,B106-MULTI,203.106.159.205,8529,AS4788,204.95.99.109,333,4,Melaka,2.196,102.2405,High,1,109,1.0
328,B106-Bladabindi,113.23.139.129,49337,AS38182,204.95.99.26,4251,7,Kampar,4.3,101.15,High,1,26,1.0
329,B106-MULTI,119.40.112.64,51411,AS38868,204.95.99.109,82,12,Selangor,3.35,101.25,High,1,109,1.0
330,B106-CB,113.23.138.140,3131,AS38182,204.95.99.31,1920,1,Segamat,2.5148,102.8158,High,1,31,1.0
331,B106-MULTI,175.140.207.188,56852,AS4788,204.95.99.109,7777,9,Penang,5.4112,100.3354,High,1,109,0.0
332,B106-CB,175.140.36.186,64887,AS4788,204.95.99.31,288,13,Kuala Terengganu,5.3302,103.1408,High,1,31,1.0
333,B106-Bladabindi,202.185.114.222,65089,AS132688,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
334,B106-NetWiredRC,60.53.243.101,61990,AS4788,204.95.99.118,3360,4,Melaka,2.196,102.2405,Low,0,118,0.0
335,B106-MULTI,124.13.70.51,52844,AS4788,204.95.99.109,7070,3,Kota Bharu,6.1333,102.2386,High,1,109,0.0
336,B106-CB,115.132.194.49,59316,AS4788,204.95.99.31,288,NA,,2.5,112.5,High,1,31,1.0
337,B106-Jenxcus,60.50.79.175,2130,AS4788,204.95.99.86,1888,3,Kubang Kerian,6.0912,102.2794,High,1,86,1.0
338,B106-MULTI,210.186.54.22,5047,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
339,B106-Poison,124.13.75.188,64453,AS4788,204.95.99.130,9999,1,Skudai,1.5333,103.6667,Low,0,130,0.0
340,B106-MULTI,115.135.243.55,20874,AS4788,204.95.99.109,2211,7,Taiping,4.85,100.7333,High,1,109,1.0
341,B106-CB,113.210.9.102,19563,AS9534,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
342,B106-Bladabindi,113.210.134.30,48957,AS9534,204.95.99.26,99,12,Rawang,3.3213,101.5767,High,1,26,1.0
343,B106-MULTI,210.186.59.126,2874,AS4788,204.95.99.109,3333,11,Kuching,1.55,110.3333,High,1,109,0.0
344,B106-CB,115.132.125.114,55402,AS4788,204.95.99.31,333,12,Batu Caves,3.2333,101.6667,High,1,31,1.0
345,B106-Bladabindi,113.210.11.236,50733,AS9534,204.95.99.26,99,12,Kajang,2.9927,101.7909,High,1,26,1.0
346,B106-MULTI,183.171.172.190,11264,AS10030,204.95.99.109,7777,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
347,B106-MULTI,203.106.157.91,9871,AS4788,204.95.99.109,1998,1,Kluang,2.0251,103.3328,High,1,109,1.0
348,B106-MULTI,203.106.152.137,1209,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
349,B106-MULTI,203.121.53.35,24615,AS9930,204.95.99.109,1177,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
350,B106-MULTI,115.133.238.245,60783,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
351,B106-MULTI,115.133.73.88,52489,AS4788,204.95.99.109,1177,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
352,B106-MULTI,123.136.106.239,2844,AS38466,204.95.99.109,7777,12,Shah Alam,3.0833,101.5333,High,1,109,0.0
353,B106-Jenxcus,210.186.55.43,9046,AS4788,204.95.99.86,991,3,Kota Bharu,6.1333,102.2386,High,1,86,1.0
354,B106-Bladabindi,175.141.77.244,49497,AS4788,204.95.99.26,1199,8,Kangar,6.4414,100.1986,High,1,26,1.0
355,B106-Bladabindi,175.144.92.75,54554,AS4788,204.95.99.26,99,13,Marang,5.2056,103.2059,High,1,26,1.0
356,B106-MULTI,60.49.122.109,51402,AS4788,204.95.99.109,1991,12,Kajang,2.9927,101.7909,High,1,109,1.0
357,B106-MULTI,49.236.193.2,62334,AS17971,204.95.99.109,2233,NA,,2.5,112.5,High,1,109,1.0
358,B106-MULTI,210.48.156.54,16693,AS17971,204.95.99.109,95,13,Kemaman,4.2333,103.45,High,1,109,1.0
359,B106-MULTI,175.139.237.255,52399,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
360,B106-CB,175.145.119.13,52946,AS4788,204.95.99.31,288,5,Seremban,2.7297,101.9381,High,1,31,1.0
361,B106-MULTI,110.159.91.53,49829,AS4788,204.95.99.109,1080,13,Kuala Terengganu,5.3302,103.1408,High,1,109,1.0
362,B106-CB,113.210.4.197,31729,AS9534,204.95.99.31,333,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
363,B106-MULTI,175.145.119.13,52947,AS4788,204.95.99.109,88,5,Seremban,2.7297,101.9381,High,1,109,1.0
364,B106-MULTI,175.140.255.161,5113,AS4788,204.95.99.109,88,12,Puchong,3.0167,101.6167,High,1,109,1.0
365,B106-Jenxcus,219.92.115.116,54470,AS4788,204.95.99.86,2164,3,Kota Bharu,6.1333,102.2386,High,1,86,1.0
366,B106-MULTI,175.137.205.197,63468,AS4788,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
367,B106-MULTI,183.171.166.103,44242,AS10030,204.95.99.109,86,12,Ampang,3.15,101.7667,High,1,109,1.0
368,B106-Bladabindi,120.139.116.10,51279,AS38322,204.95.99.26,99,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
369,B106-MULTI,113.210.10.78,16431,AS9534,204.95.99.109,258,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
370,B106-MULTI,1.9.102.146,5882,AS4788,204.95.99.109,7777,4,Melaka,2.196,102.2405,High,1,109,0.0
371,B106-MULTI,219.95.100.169,6479,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
372,B106-MULTI,61.6.56.17,50918,AS2042,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
373,B106-MULTI,49.236.193.2,62366,AS17971,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
374,B106-Tapazom,203.106.159.252,15930,AS4788,204.95.99.167,1431,4,Melaka,2.196,102.2405,Low,0,167,0.0
375,B106-Bladabindi,210.195.6.87,61132,AS4788,204.95.99.26,888,12,Cheras,3.05,101.7667,High,1,26,1.0
376,B106-Fynloski,60.48.251.19,53587,AS4788,204.95.99.66,1175,12,Petaling Jaya,3.0833,101.65,Low,0,66,1.0
377,B106-MULTI,203.106.150.225,19311,AS4788,204.95.99.109,7777,9,Penang,5.4112,100.3354,High,1,109,0.0
378,B106-MULTI,115.133.48.120,11492,AS4788,204.95.99.109,4,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
379,B106-Jenxcus,203.106.149.166,9834,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
380,B106-Jenxcus,203.158.26.74,65041,AS45960,204.95.99.86,83,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
381,B106-Jenxcus,60.49.122.86,29250,AS4788,204.95.99.86,83,12,Kajang,2.9927,101.7909,High,1,86,1.0
382,B106-MULTI,110.159.125.60,12977,AS4788,204.95.99.109,88,12,Damansara,3.1333,101.6333,High,1,109,1.0
383,B106-MULTI,120.141.125.1,51495,AS38322,204.95.99.109,8899,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
384,B106-Bladabindi,203.217.176.231,21789,AS17564,204.95.99.26,82,17,Putrajaya,2.9431,101.6994,High,1,26,1.0
385,B106-CB,113.210.5.83,46257,AS9534,204.95.99.31,81,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
386,B106-MULTI,14.192.208.77,2277,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
387,B106-MULTI,175.139.91.107,62511,AS4788,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
388,B106-CB,183.171.173.206,33845,AS10030,204.95.99.31,1920,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
389,B106-CB,203.106.156.234,1492,AS4788,204.95.99.31,288,1,Kulai,1.6561,103.6032,High,1,31,1.0
390,B106-Bladabindi,175.136.207.44,58196,AS4788,204.95.99.26,5552,12,Seri Kembangan,3.0333,101.7167,High,1,26,1.0
391,B106-CB,1.9.103.63,2671,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
392,B106-MULTI,103.1.70.66,61027,AS45960,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
393,B106-Jenxcus,60.54.237.157,63668,AS4788,204.95.99.86,2164,3,Kota Bharu,6.1333,102.2386,High,1,86,1.0
394,B106-MULTI,203.217.176.231,21802,AS17564,204.95.99.109,88,17,Putrajaya,2.9431,101.6994,High,1,109,1.0
395,B106-MULTI,175.143.12.24,53056,AS4788,204.95.99.109,3745,9,Bukit Mertajam,5.363,100.4667,High,1,109,0.0
396,B106-CB,175.138.131.134,58612,AS4788,204.95.99.31,1920,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
397,B106-Jenxcus,175.140.91.215,58765,AS4788,204.95.99.86,2164,12,Seri Kembangan,3.0333,101.7167,High,1,86,1.0
398,B106-MULTI,118.174.180.104,57508,AS23969,204.95.99.109,5552,1,Johor Bahru,1.4655,103.7578,High,1,109,0.0
399,B106-MULTI,1.9.98.113,11656,AS4788,204.95.99.109,1890,6,Kuantan,3.8077,103.326,High,1,109,1.0
400,B106-MULTI,175.143.255.196,52404,AS4788,204.95.99.109,7777,12,Puchong,3.0167,101.6167,High,1,109,0.0
401,B106-CB,60.53.35.137,52606,AS4788,204.95.99.31,288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
402,B106-Jenxcus,60.51.73.69,55421,AS4788,204.95.99.86,2164,6,Kuantan,3.8077,103.326,High,1,86,1.0
403,B106-MULTI,202.75.156.66,26486,AS9534,204.95.99.109,333,7,Batu Gajah,4.4692,101.0411,High,1,109,1.0
404,B106-MULTI,115.134.9.1,27992,AS4788,204.95.99.109,88,1,Johor,1.4655,103.7578,High,1,109,1.0
405,B106-CB,14.1.198.131,50996,AS45960,204.95.99.31,1921,6,Kuantan,3.8077,103.326,High,1,31,1.0
406,B106-Malagent,175.144.212.233,47820,AS4788,204.95.99.100,4040,12,Shah Alam,3.0833,101.5333,Low,0,100,0.0
407,B106-MULTI,112.137.166.42,17763,AS17971,204.95.99.109,81,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
408,B106-MULTI,113.210.136.208,30636,AS9534,204.95.99.109,1998,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
409,B106-MULTI,175.145.251.145,57390,AS4788,204.95.99.109,88,2,Alor Setar,6.121,100.3601,High,1,109,1.0
410,B106-CB,115.164.62.65,55218,AS4818,204.95.99.31,2010,NA,,2.5,112.5,High,1,31,1.0
411,B106-CB,175.144.156.48,50383,AS4788,204.95.99.31,1920,9,Penang,5.4112,100.3354,High,1,31,1.0
412,B106-CB,175.144.179.170,53878,AS4788,204.95.99.31,288,7,Ipoh,4.5841,101.0829,High,1,31,1.0
413,B106-CB,103.1.71.77,55986,AS45960,204.95.99.31,1920,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
414,B106-MULTI,103.245.88.252,45769,AS38044,204.95.99.109,7777,6,Kuantan,3.8077,103.326,High,1,109,0.0
415,B106-MULTI,110.159.86.160,55561,AS4788,204.95.99.109,88,1,Yong Peng,2.0136,103.0659,High,1,109,1.0
416,B106-MULTI,203.106.149.61,4837,AS4788,204.95.99.109,1998,9,Penang,5.4112,100.3354,High,1,109,1.0
417,B106-CB,210.195.178.124,59227,AS4788,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
418,B106-Jenxcus,183.171.169.152,45610,AS10030,204.95.99.86,1644,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
419,B106-MULTI,115.134.3.56,12684,AS4788,204.95.99.109,7777,NA,,2.5,112.5,High,1,109,0.0
420,B106-CB,175.142.25.134,49320,AS4788,204.95.99.31,81,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
421,B106-Jenxcus,183.171.169.8,23347,AS10030,204.95.99.86,991,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
422,B106-MULTI,118.101.27.57,50348,AS4788,204.95.99.109,102,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
423,B106-CB,175.136.127.242,62801,AS4788,204.95.99.31,1920,12,Petaling Jaya,3.0833,101.65,High,1,31,1.0
424,B106-MULTI,60.53.23.232,60192,AS4788,204.95.99.109,333,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
